Cell Typeold,Effect ID,Platform,Experiment ID,Term,platform_id,comparison_id,Estimate Up Down,stage,Group Size,Disease Name,fdr,significant
malignant enterocyte,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,2.21E-07,TRUE
malignant intestinal epithelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,2.41E-07,TRUE
endothelial tip cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,6.29E-05,TRUE
macrophage,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,7.69E-05,TRUE
monocyte,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.004368869,TRUE
fibroblast,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.004368869,TRUE
endothelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.1379811,TRUE
capillary endothelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.19333061,TRUE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.384355953,TRUE
intestinal tuft cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.508668772,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.603401171,TRUE
lymphatic endothelial cell,tumor,microarray,GSE44861,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE44861__GPL3921__tumor_vs_tumor_adjacent,Up,datasets,43 | 43,io_colorectal_cancer,0.733332949,TRUE
vein endothelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
transit amplifying cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
S3 fibroblast,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
S2 fibroblast,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
plasmacytoid dendritic cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
mature B cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
intestinal epithelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
germinal center B cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
enteroendocrine cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
enterocyte,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
capillary endothelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
dendritic cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.006204044,TRUE
conventional dendritic cell 2,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.006204044,TRUE
BEST4+ intestinal epithelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.006204044,TRUE
T-helper 17 cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.011985085,TRUE
effector memory CD8+ T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.011985085,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.011985085,TRUE
conventional dendritic cell 1,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.015380859,TRUE
intestine goblet cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.020282452,TRUE
smooth muscle cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.03578404,TRUE
mast cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.03578404,TRUE
artery endothelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.042527722,TRUE
immature intestine goblet cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.052734375,TRUE
migratory conventional dendritic cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.082868304,TRUE
lymphatic endothelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.184570313,TRUE
naive B cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.332632212,TRUE
gamma-delta T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.332632212,TRUE
T peripheral helper,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.448242188,TRUE
naive CD4+ T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.448242188,TRUE
malignant intestine goblet cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.448242188,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.448242188,TRUE
naive CD8+ T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.545686141,TRUE
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.545686141,TRUE
plasma cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.73267121,TRUE
Schwann cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.825820312,TRUE
endothelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,0.825820312,TRUE
T follicular helper cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Down,datasets,11 | 11,io_colorectal_cancer,1,TRUE
malignant intestinal epithelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
malignant enterocyte,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.00405649,TRUE
cancer associated fibroblast,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.006204044,TRUE
pericyte,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.00832648,TRUE
macrophage,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.00832648,TRUE
T-cytotoxic 17 cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.015380859,TRUE
endothelial tip cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.020282452,TRUE
natural killer cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.042527722,TRUE
malignant enteroendocrine cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.042527722,TRUE
monocyte,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.052734375,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.082868304,TRUE
fibroblast,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.300728463,TRUE
intestinal tuft cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.448242188,TRUE
malignant immature intestine goblet cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.825820312,TRUE
innate lymphoid cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,0.951286765,TRUE
regulatory T cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,1,TRUE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE49355,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE49355__GPL96__tumor_vs_tumor_adjacent,Up,datasets,11 | 11,io_colorectal_cancer,1,TRUE
intestinal epithelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,5.48E-06,TRUE
enteroendocrine cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,5.48E-06,TRUE
enterocyte,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,5.48E-06,TRUE
conventional dendritic cell 1,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,5.48E-06,TRUE
conventional dendritic cell 2,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,7.82E-06,TRUE
transit amplifying cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1.20E-05,TRUE
S2 fibroblast,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,6.85E-05,TRUE
dendritic cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.00018619,TRUE
immature intestine goblet cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.000906991,TRUE
plasma cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.001753428,TRUE
mast cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.004834676,TRUE
S3 fibroblast,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.008072787,TRUE
smooth muscle cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.023543505,TRUE
intestine goblet cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.025950962,TRUE
BEST4+ intestinal epithelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.027165911,TRUE
artery endothelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.027165911,TRUE
vein endothelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.067302701,TRUE
T-helper 17 cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.079187526,TRUE
malignant immature intestine goblet cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.082676967,TRUE
mature B cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.138100513,TRUE
germinal center B cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.180213913,TRUE
migratory conventional dendritic cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.210649274,TRUE
capillary endothelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.223550954,TRUE
"CD4-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.258505514,TRUE
naive CD4+ T cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.365432654,TRUE
naive B cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.383052014,TRUE
effector memory CD8+ T cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.390524424,TRUE
"CD8-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.390524424,TRUE
endothelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.521372465,TRUE
T peripheral helper,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.81207379,TRUE
plasmacytoid dendritic cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.81207379,TRUE
lymphatic endothelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.81207379,TRUE
gamma-delta T cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.81207379,TRUE
malignant intestine goblet cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,0.928205524,TRUE
T follicular helper cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1,TRUE
Schwann cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1,TRUE
intestinal tuft cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Down,datasets,23 | 8,io_colorectal_cancer,1,TRUE
malignant enterocyte,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,5.48E-06,TRUE
malignant intestinal epithelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,7.82E-06,TRUE
pericyte,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.000906991,TRUE
malignant enteroendocrine cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.023543505,TRUE
monocyte,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.045741667,TRUE
cancer associated fibroblast,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.064756334,TRUE
natural killer cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.067302701,TRUE
regulatory T cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.079187526,TRUE
endothelial tip cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.082676967,TRUE
malignant intestinal tuft cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.296768959,TRUE
naive CD8+ T cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.408751166,TRUE
malignant BEST4+ intestinal epithelial cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.562164065,TRUE
fibroblast,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.562164065,TRUE
innate lymphoid cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.690255004,TRUE
T-cytotoxic 17 cell,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,0.832526739,TRUE
macrophage,tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,1,TRUE
"effector memory CD4-positive, alpha-beta T cell",tumor,microarray,GSE81558,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE81558__GPL15207__tumor_vs_tumor_adjacent,Up,datasets,23 | 8,io_colorectal_cancer,1,TRUE
S2 fibroblast,tumor,microarray,GSE106582,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE106582__GPL10558__tumor_vs_tumor_adjacent,Down,datasets,68 | 68,io_colorectal_cancer,1.15E-11,TRUE
intestinal epithelial cell,tumor,microarray,GSE106582,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE106582__GPL10558__tumor_vs_tumor_adjacent,Down,datasets,68 | 68,io_colorectal_cancer,1.15E-11,TRUE
enterocyte,tumor,microarray,GSE106582,tumor_vs_tumor_adjacent,crc_v6,tumor__GSE106582__GPL10558__tumor_vs_tumor_adjacent,Down,datasets,68 | 68,io_colorectal_cancer,1.15E-11,TRUE
